"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"11-18-2020",84000001,"US","USA",840,"01","Alabama","United States",2020-11-19 05:30:29,32.3182,-86.9023,223486,3347,88038,132101,4557.97609105102,NA,NA,NA,30218.4804366957,NA,4903185
"11-18-2020",84000002,"US","USA",840,"02","Alaska","United States",2020-11-19 05:30:29,61.3707,-152.4044,25588,100,7165,18323,3497.80259587585,NA,NA,NA,121053.113615704,NA,731545
"11-18-2020",16,"AS","ASM",16,"60","American Samoa","United States",2020-11-19 05:30:29,-14.271,-170.132,0,0,0,0,0,NA,NA,NA,3572.90487230639,NA,55641
"11-18-2020",84000004,"US","USA",840,"04","Arizona","United States",2020-11-19 05:30:29,33.7298,-111.4312,283102,6365,46521,230216,3889.44919825843,NA,NA,NA,27738.3363029501,NA,7278717
"11-18-2020",84000005,"US","USA",840,"05","Arkansas","United States",2020-11-19 05:30:29,34.9697,-92.3731,137617,2275,118751,16591,4560.17024299789,NA,NA,NA,50957.0204029155,NA,3017804
"11-18-2020",84000006,"US","USA",840,"06","California","United States",2020-11-19 05:30:29,36.1162,-119.6816,1074204,18470,0,1055734,2692.93884072278,NA,NA,NA,54207.3853956534,NA,39512223
"11-18-2020",84000008,"US","USA",840,"08","Colorado","United States",2020-11-19 05:30:29,39.0598,-105.3111,176694,2651,10195,163848,3068.27748311435,NA,NA,NA,45854.0728382062,NA,5758736
"11-18-2020",84000009,"US","USA",840,"09","Connecticut","United States",2020-11-19 05:30:29,41.5978,-72.7554,97028,4784,9800,82444,2721.46393824677,NA,NA,NA,80237.1309799183,NA,3565287
"11-18-2020",84000010,"US","USA",840,"10","Delaware","United States",2020-11-19 05:30:29,39.3185,-75.5071,868,742,15301,NA,3055.66851927161,NA,NA,NA,65942.6719410453,NA,973764
"11-18-2020",84088888,"US","USA",840,"88888","Diamond Princess","United States",2020-11-19 05:30:29,NA,NA,49,0,0,49,NA,NA,NA,NA,NA,NA,NA
"11-18-2020",84000011,"US","USA",840,"11","District of Columbia","United States",2020-11-19 05:30:29,38.8974,-77.0268,19465,665,14477,4323,2758.06271068043,NA,NA,NA,85216.1320809523,NA,705749
"11-18-2020",84000012,"US","USA",840,"12","Florida","United States",2020-11-19 05:30:29,27.7663,-81.6868,905248,17731,0,887517,4214.82021127272,NA,NA,NA,52323.5059634076,NA,21477737
"11-18-2020",84000013,"US","USA",840,"13","Georgia","United States",2020-11-19 05:30:29,33.0406,-83.6431,433732,9065,0,424667,4085.09673204129,NA,NA,NA,37439.1130503136,NA,10617423
"11-18-2020",84099999,"US","USA",840,"99999","Grand Princess","United States",2020-11-19 05:30:29,NA,NA,103,3,0,100,NA,NA,NA,NA,NA,NA,NA
"11-18-2020",316,"GU","GUM",316,"66","Guam","United States",2020-11-19 05:30:29,13.4443,144.7937,5924,92,4341,1491,3607.15829725566,NA,NA,NA,48140.0970595936,NA,164229
"11-18-2020",84000015,"US","USA",840,"15","Hawaii","United States",2020-11-19 05:30:29,21.0943,-157.4983,16974,223,11958,4793,1198.83718302219,NA,NA,NA,42896.6742756407,NA,1415872
"11-18-2020",84000016,"US","USA",840,"16","Idaho","United States",2020-11-19 05:30:29,44.2405,-114.4788,86435,812,35948,49675,4836.70151897105,NA,NA,NA,24399.3922996645,NA,1787065
"11-18-2020",84000017,"US","USA",840,"17","Illinois","United States",2020-11-19 05:30:29,40.3495,-88.9861,606771,11468,0,595303,4788.348888451,NA,NA,NA,73858.5795995698,NA,12671821
"11-18-2020",84000018,"US","USA",840,"18","Indiana","United States",2020-11-19 05:30:29,39.8494,-86.2583,268222,5479,156423,106320,3984.15440733583,NA,NA,NA,54484.9922440135,NA,6732219
"11-18-2020",84000019,"US","USA",840,"19","Iowa","United States",2020-11-19 05:30:29,42.0115,-93.2105,197518,2102,111305,84111,6260.33653769964,NA,NA,NA,31821.3542013331,NA,3155070
"11-18-2020",84000020,"US","USA",840,"20","Kansas","United States",2020-11-19 05:30:29,38.5266,-96.7265,130598,1326,3067,126205,4486.84899739609,NA,NA,NA,25684.1864625646,NA,2913314
"11-18-2020",84000021,"US","USA",840,"21","Kentucky","United States",2020-11-19 05:30:29,37.6681,-84.6701,144753,1712,25058,117983,3240.00883681505,NA,NA,NA,51339.7914305725,NA,4467673
"11-18-2020",84000022,"US","USA",840,"22","Louisiana","United States",2020-11-19 05:30:29,31.1695,-91.8678,209914,6184,185960,17770,4515.4506738737,NA,NA,NA,66379.5599460849,NA,4648794
"11-18-2020",84000023,"US","USA",840,"23","Maine","United States",2020-11-19 05:30:29,44.6939,-69.3819,9519,170,7229,2120,708.147226776729,NA,NA,NA,57682.0471770822,NA,1344212
"11-18-2020",84000024,"US","USA",840,"24","Maryland","United States",2020-11-19 05:30:29,39.0639,-76.8021,171823,4351,8421,159051,2842.07897209247,NA,NA,NA,65403.8420822802,NA,6045680
"11-18-2020",84000025,"US","USA",840,"25","Massachusetts","United States",2020-11-19 05:30:29,42.2302,-71.5301,195868,10407,137422,48039,2841.75429448489,NA,NA,NA,108593.859153924,NA,6892503
"11-18-2020",84000026,"US","USA",840,"26","Michigan","United States",2020-11-19 05:30:29,43.3266,-84.5361,303058,8573,138862,155623,3034.56833316027,NA,NA,NA,59304.8543700986,NA,9986857
"11-18-2020",84000027,"US","USA",840,"27","Minnesota","United States",2020-11-19 05:30:29,45.6945,-93.9002,242043,3066,193869,45108,4291.82258700568,NA,NA,NA,61687.0746176346,NA,5639632
"11-18-2020",84000028,"US","USA",840,"28","Mississippi","United States",2020-11-19 05:30:29,32.7416,-89.6787,137396,3601,116683,17112,4616.56993651864,NA,NA,NA,35091.8922406103,NA,2976149
"11-18-2020",84000029,"US","USA",840,"29","Missouri","United States",2020-11-19 05:30:29,38.4561,-92.2884,259638,3481,0,256157,4216.39162202799,NA,NA,NA,46354.7922680315,NA,6137428
"11-18-2020",84000030,"US","USA",840,"30","Montana","United States",2020-11-19 05:30:29,46.9219,-110.4544,50582,561,30400,19621,4732.69472238388,NA,NA,NA,55334.7842115014,NA,1068778
"11-18-2020",84000031,"US","USA",840,"31","Nebraska","United States",2020-11-19 05:30:29,41.1254,-98.2681,106617,826,54604,51187,5511.60871956692,NA,NA,NA,61062.350858764,NA,1934408
"11-18-2020",84000032,"US","USA",840,"32","Nevada","United States",2020-11-19 05:30:29,38.3135,-117.0554,125459,1947,2700,120812,4073.13785405674,NA,NA,NA,47229.4585079457,NA,3080156
"11-18-2020",84000033,"US","USA",840,"33","New Hampshire","United States",2020-11-19 05:30:29,43.4525,-71.5639,15766,504,11478,3784,1159.51110199153,NA,NA,NA,53625.0717983454,NA,1359711
"11-18-2020",84000034,"US","USA",840,"34","New Jersey","United States",2020-11-19 05:30:29,40.2989,-74.521,312701,16655,40090,255956,3260.02933961106,NA,NA,NA,61540.5434920892,NA,8882190
"11-18-2020",84000035,"US","USA",840,"35","New Mexico","United States",2020-11-19 05:30:29,34.8405,-106.2485,70451,1290,26835,42326,3359.88294705958,NA,NA,NA,67235.9548632721,NA,2096829
"11-18-2020",84000036,"US","USA",840,"36","New York","United States",2020-11-19 05:30:29,42.1657,-74.9481,579811,34187,82022,463602,2950.98671137896,NA,NA,NA,88370.0881293661,NA,19453561
"11-18-2020",84000037,"US","USA",840,"37","North Carolina","United States",2020-11-19 05:30:29,35.6301,-79.8064,320862,4898,276132,39832,3059.30044038549,NA,NA,NA,45109.9647943323,NA,10488084
"11-18-2020",84000038,"US","USA",840,"38","North Dakota","United States",2020-11-19 05:30:29,47.5289,-99.784,67230,791,56468,9971,8822.11683563805,NA,NA,NA,129430.413798352,NA,762062
"11-18-2020",580,"MP","MNP",580,"69","Northern Mariana Islands","United States",2020-11-19 05:30:29,15.0979,145.6739,103,2,29,72,186.783693602205,NA,NA,NA,42570.3612360366,NA,55144
"11-18-2020",84000039,"US","USA",840,"39","Ohio","United States",2020-11-19 05:30:29,40.3888,-82.7649,318828,5827,212713,100288,2727.5667074454,NA,NA,NA,45947.9771753172,NA,11689100
"11-18-2020",84000040,"US","USA",840,"40","Oklahoma","United States",2020-11-19 05:30:29,35.5653,-96.9289,161425,1570,130032,29823,4079.50930143284,NA,NA,NA,47231.6072066234,NA,3956971
"11-18-2020",84000041,"US","USA",840,"41","Oregon","United States",2020-11-19 05:30:29,44.572,-122.0709,59669,788,5870,53011,1414.71599580533,NA,NA,NA,23160.5242337301,NA,4217737
"11-18-2020",84000042,"US","USA",840,"42","Pennsylvania","United States",2020-11-19 05:30:29,40.5908,-77.2098,287425,9463,186022,91940,2245.15893584973,NA,NA,NA,22581.1629739723,NA,12801989
"11-18-2020",630,"PR","PRI",630,"72","Puerto Rico","United States",2020-11-19 05:30:29,18.2208,-66.5901,43910,971,36675,6264,1374.89690621581,NA,NA,NA,10955.4014880574,NA,3193694
"11-18-2020",84000044,"US","USA",840,"44","Rhode Island","United States",2020-11-19 05:30:29,41.6809,-71.5118,45911,1284,3233,41394,4333.83898406681,NA,NA,NA,130698.128400045,NA,1059361
"11-18-2020",84000045,"US","USA",840,"45","South Carolina","United States",2020-11-19 05:30:29,33.8569,-80.945,199447,4182,103996,91269,3873.72458443021,NA,NA,NA,41530.5452973306,NA,5148714
"11-18-2020",84000046,"US","USA",840,"46","South Dakota","United States",2020-11-19 05:30:29,44.2998,-99.4388,68671,674,48757,19240,7762.42597430196,NA,NA,NA,34021.3573817708,NA,884659
"11-18-2020",84000047,"US","USA",840,"47","Tennessee","United States",2020-11-19 05:30:29,35.7478,-86.6923,325201,4048,279931,41222,4761.9375344661,NA,NA,NA,61515.2579213826,NA,6829174
"11-18-2020",84000048,"US","USA",840,"48","Texas","United States",2020-11-19 05:30:29,31.0545,-97.5635,1151317,20714,889099,241504,3764.52779620664,NA,NA,NA,32840.3299765232,NA,28995881
"11-18-2020",84000049,"US","USA",840,"49","Utah","United States",2020-11-19 05:30:29,40.15,-111.8624,162028,740,108182,53106,5053.96514863888,NA,NA,NA,51319.8239028708,NA,3205958
"11-18-2020",84000050,"US","USA",840,"50","Vermont","United States",2020-11-19 05:30:29,44.0459,-72.7107,3161,60,2135,966,506.579442906846,NA,NA,NA,77297.0356849239,NA,623989
"11-18-2020",850,"VI","VIR",850,"78","Virgin Islands","United States",2020-11-19 05:30:29,18.3358,-64.8963,1463,23,1388,52,1363.87366222918,NA,NA,NA,24889.062907857,NA,107268
"11-18-2020",84000051,"US","USA",840,"51","Virginia","United States",2020-11-19 05:30:29,37.7693,-78.17,208833,3860,22594,182379,2446.63505523214,NA,NA,NA,34953.117672165,NA,8535519
"11-18-2020",84000053,"US","USA",840,"53","Washington","United States",2020-11-19 05:30:29,47.4009,-121.4905,141231,2545,0,138686,1778.40975572474,NA,NA,NA,36941.8322752532,NA,7614893
"11-18-2020",84000054,"US","USA",840,"54","West Virginia","United States",2020-11-19 05:30:29,38.4912,-80.9545,36266,612,24493,11161,2023.60632247243,NA,NA,NA,53588.4612143982,NA,1792147
"11-18-2020",84000055,"US","USA",840,"55","Wisconsin","United States",2020-11-19 05:30:29,44.2685,-89.6165,350665,2925,254365,93375,6022.653069146,NA,NA,NA,68466.4523462181,NA,5822434
"11-18-2020",84000056,"US","USA",840,"56","Wyoming","United States",2020-11-19 05:30:29,42.756,-107.3025,25275,155,13752,11368,4367.10271460141,NA,NA,NA,26429.3082267403,NA,578759
