"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"08-14-2020",84000001,"US","USA",840,"01","Alabama","United States",2020-08-15 04:30:23,32.3182,-86.9023,106096,1893,41523,62680,2168.16212319135,824984,12456,1.78065826976079,16825.4716067209,11.7167878542739,4903185
"08-14-2020",84000002,"US","USA",840,"02","Alaska","United States",2020-08-15 04:30:23,61.3707,-152.4044,4073,27,1371,2675,556.766842777956,295929,NA,0.662902037809968,40452.6037359288,NA,731545
"08-14-2020",16,"AS","ASM",16,"60","American Samoa","United States",2020-08-15 04:30:23,-14.271,-170.132,0,0,0,0,0,1396,NA,NA,2508.94124836002,NA,55641
"08-14-2020",84000004,"US","USA",840,"04","Arizona","United States",2020-08-15 04:30:23,33.7298,-111.4312,191721,4423,27029,160269,2633.9944251164,1527959,20515,2.30699819007829,14667.0766290268,10.7004449173539,7278717
"08-14-2020",84000005,"US","USA",840,"05","Arkansas","United States",2020-08-15 04:30:23,34.9697,-92.3731,52392,587,45446,6359,1736.09684393022,588660,3566,1.12040006107803,19506.2369855696,6.80638265384028,3017804
"08-14-2020",84000006,"US","USA",840,"06","California","United States",2020-08-15 04:30:23,36.1162,-119.6816,617459,11148,0,606311,1551.67427557796,9556598,NA,1.81829747464121,24186.4346635217,NA,39512223
"08-14-2020",84000008,"US","USA",840,"08","Colorado","United States",2020-08-15 04:30:23,39.0598,-105.3111,52538,1888,5644,45006,911.988325215811,837290,6700,3.59488946857328,14539.4753293084,12.757287838687,5758736
"08-14-2020",84000009,"US","USA",840,"09","Connecticut","United States",2020-08-15 04:30:23,41.5978,-72.7554,50897,4453,8809,37635,1427.5709080363,937690,11015,8.7490421832328,26300.5474734573,21.6417470577834,3565287
"08-14-2020",84000010,"US","USA",840,"10","Delaware","United States",2020-08-15 04:30:23,39.3185,-75.5071,16340,608,8613,7119,1678.0246548445,207475,NA,3.62913096695226,21306.4972621703,NA,973764
"08-14-2020",84088888,"US","USA",840,"88888","Diamond Princess","United States",2020-08-15 04:30:23,NA,NA,49,0,0,49,NA,NA,NA,0,NA,NA,NA
"08-14-2020",84000011,"US","USA",840,"11","District of Columbia","United States",2020-08-15 04:30:23,38.8974,-77.0268,13118,594,10416,2108,1858.73447925537,236305,NA,4.52812928800122,33482.8671383169,NA,705749
"08-14-2020",84000012,"US","USA",840,"12","Florida","United States",2020-08-15 04:30:23,27.7663,-81.6868,563285,9141,0,554144,2622.6459519455,4160565,33568,1.62280195638087,19371.5241042387,5.95932787132624,21477737
"08-14-2020",84000013,"US","USA",840,"13","Georgia","United States",2020-08-15 04:30:23,33.0406,-83.6431,231895,4573,0,227322,2184.09872150709,1970053,21818,1.97201319562733,18554.9073442774,9.40856853317234,10617423
"08-14-2020",84099999,"US","USA",840,"99999","Grand Princess","United States",2020-08-15 04:30:23,NA,NA,103,3,0,100,NA,NA,NA,2.9126213592233,NA,NA,NA
"08-14-2020",316,"GU","GUM",316,"66","Guam","United States",2020-08-15 04:30:23,13.4443,144.7937,502,5,345,152,305.67074024685,27096,NA,0.99601593625498,16498.9131030451,NA,164229
"08-14-2020",84000015,"US","USA",840,"15","Hawaii","United States",2020-08-15 04:30:23,21.0943,-157.4983,4543,40,1716,2787,320.862337838449,153617,267,0.880475456746643,10849.6389504136,5.87717367378384,1415872
"08-14-2020",84000016,"US","USA",840,"16","Idaho","United States",2020-08-15 04:30:23,44.2405,-114.4788,27171,265,10089,16817,1520.42594981156,218221,1068,0.975304552648044,12211.1394940867,3.93066136689853,1787065
"08-14-2020",84000017,"US","USA",840,"17","Illinois","United States",2020-08-15 04:30:23,40.3495,-88.9861,204023,7932,0,196091,1610.052730385,3286680,NA,3.88779696406778,25936.919405664,NA,12671821
"08-14-2020",84000018,"US","USA",840,"18","Indiana","United States",2020-08-15 04:30:23,39.8494,-86.2583,78632,3056,59073,16503,1167.99527763431,886489,9801,3.95894801098789,13167.8574330395,12.4643910875979,6732219
"08-14-2020",84000019,"US","USA",840,"19","Iowa","United States",2020-08-15 04:30:23,42.0115,-93.2105,51247,970,39879,10398,1624.27458027873,540237,NA,1.8927937245107,17122.8213637098,NA,3155070
"08-14-2020",84000020,"US","USA",840,"20","Kansas","United States",2020-08-15 04:30:23,38.5266,-96.7265,33015,404,1399,31212,1133.76038422223,343043,2020,1.22313048743566,11775.0094909097,6.11565243717832,2913314
"08-14-2020",84000021,"US","USA",840,"21","Kentucky","United States",2020-08-15 04:30:23,37.6681,-84.6701,38298,804,9021,28473,857.224778984496,700642,4158,2.09932633557888,15682.481685656,10.8569638101206,4467673
"08-14-2020",84000022,"US","USA",840,"22","Louisiana","United States",2020-08-15 04:30:23,31.1695,-91.8678,136737,4430,103512,28795,2941.3434968295,1637012,NA,3.23979610493136,35213.6919811891,NA,4648794
"08-14-2020",84000023,"US","USA",840,"23","Maine","United States",2020-08-15 04:30:23,44.6939,-69.3819,4116,126,3604,386,306.201700327032,205043,399,3.06122448979592,15253.7694946928,9.69387755102041,1344212
"08-14-2020",84000024,"US","USA",840,"24","Maryland","United States",2020-08-15 04:30:23,39.0639,-76.8021,98875,3631,5986,89258,1635.46532399995,1110273,13508,3.67231352718078,18364.7331648384,13.6616940581542,6045680
"08-14-2020",84000025,"US","USA",840,"25","Massachusetts","United States",2020-08-15 04:30:23,42.2302,-71.5301,122728,8810,100486,13432,1777.74315078281,1411532,12150,7.18512050011834,20479.2366430599,9.9158580277644,6892503
"08-14-2020",84000026,"US","USA",840,"26","Michigan","United States",2020-08-15 04:30:23,43.3266,-84.5361,100724,6566,63636,30522,1008.5655577125,2261151,NA,6.51880386005322,22641.2674177672,NA,9986857
"08-14-2020",84000027,"US","USA",840,"27","Minnesota","United States",2020-08-15 04:30:23,45.6945,-93.9002,63723,1739,56659,5325,1129.91415042684,973546,5783,2.7289989485743,17262.5802534633,9.07521616998572,5639632
"08-14-2020",84000028,"US","USA",840,"28","Mississippi","United States",2020-08-15 04:30:23,32.7416,-89.6787,70930,2043,49836,19051,2383.28121340699,511042,4873,2.88030452558861,17171.2504985469,6.87015367263499,2976149
"08-14-2020",84000029,"US","USA",840,"29","Missouri","United States",2020-08-15 04:30:23,38.4561,-92.2884,66902,1385,0,65517,1071.99628248185,824869,NA,2.0746887966805,13439.9784404803,NA,6137428
