"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"02-27-2021",84000001,"US","USA",840,"01","Alabama","United States",2021-02-28 05:30:29,32.3182,-86.9023,492683,9930,285130,197623,10048.223756599,NA,NA,NA,46642.1519889623,NA,4903185
"02-27-2021",84000002,"US","USA",840,"02","Alaska","United States",2021-02-28 05:30:29,61.3707,-152.4044,58263,290,0,57973,7964.37676424554,NA,NA,NA,229606.517712512,NA,731545
"02-27-2021",16,"AS","ASM",16,"60","American Samoa","United States",2021-02-28 05:30:29,-14.271,-170.132,0,0,0,0,0,NA,NA,NA,3846.08472169803,NA,55641
"02-27-2021",84000004,"US","USA",840,"04","Arizona","United States",2021-02-28 05:30:29,33.7298,-111.4312,815707,15967,0,799740,11206.7415177702,NA,NA,NA,51486.7524043042,NA,7278717
"02-27-2021",84000005,"US","USA",840,"05","Arkansas","United States",2021-02-28 05:30:29,34.9697,-92.3731,319195,5417,309268,4510,10577.061996074,NA,NA,NA,87543.5250268076,NA,3017804
"02-27-2021",84000006,"US","USA",840,"06","California","United States",2021-02-28 05:30:29,36.1162,-119.6816,3563578,51953,0,3511625,9018.92561195557,NA,NA,NA,122036.894760388,NA,39512223
"02-27-2021",84000008,"US","USA",840,"08","Colorado","United States",2021-02-28 05:30:29,39.0598,-105.3111,427462,5945,0,421517,7422.84417969499,NA,NA,NA,107497.930101328,NA,5758736
"02-27-2021",84000009,"US","USA",840,"09","Connecticut","United States",2021-02-28 05:30:29,41.5978,-72.7554,279946,7622,0,272324,7851.99059711042,NA,NA,NA,176683.588165553,NA,3565287
"02-27-2021",84000010,"US","USA",840,"10","Delaware","United States",2021-02-28 05:30:29,39.3185,-75.5071,86517,1418,0,85099,8884.80165625347,NA,NA,NA,142474.357236456,NA,973764
"02-27-2021",84088888,"US","USA",840,"88888","Diamond Princess","United States",2021-02-28 05:30:29,NA,NA,49,0,0,49,NA,NA,NA,NA,NA,NA,NA
"02-27-2021",84000011,"US","USA",840,"11","District of Columbia","United States",2021-02-28 05:30:29,38.8974,-77.0268,40478,1010,28842,10626,5735.46685861404,NA,NA,NA,173087.457438834,NA,705749
"02-27-2021",84000012,"US","USA",840,"12","Florida","United States",2021-02-28 05:30:29,27.7663,-81.6868,1903682,30734,0,1872948,8863.51294831481,NA,NA,NA,100961.963543925,NA,21477737
"02-27-2021",84000013,"US","USA",840,"13","Georgia","United States",2021-02-28 05:30:29,33.0406,-83.6431,1004187,17294,0,986893,9457.91648312401,NA,NA,NA,67643.4761994507,NA,10617423
"02-27-2021",84099999,"US","USA",840,"99999","Grand Princess","United States",2021-02-28 05:30:29,NA,NA,103,3,0,100,NA,NA,NA,NA,NA,NA,NA
"02-27-2021",316,"GU","GUM",316,"66","Guam","United States",2021-02-28 05:30:29,13.4443,144.7937,7734,130,7564,40,4709.27789854411,NA,NA,NA,71608.5466026098,NA,164229
"02-27-2021",84000015,"US","USA",840,"15","Hawaii","United States",2021-02-28 05:30:29,21.0943,-157.4983,27705,438,0,27267,1956.74467748497,NA,NA,NA,78221.5482755503,NA,1415872
"02-27-2021",84000016,"US","USA",840,"16","Idaho","United States",2021-02-28 05:30:29,44.2405,-114.4788,171140,1860,93975,75305,9576.59626258698,NA,NA,NA,35694.448718989,NA,1787065
"02-27-2021",84000017,"US","USA",840,"17","Illinois","United States",2021-02-28 05:30:29,40.3495,-88.9861,1185367,22710,0,1162657,9354.35404272204,NA,NA,NA,142597.918641685,NA,12671821
"02-27-2021",84000018,"US","USA",840,"18","Indiana","United States",2021-02-28 05:30:29,39.8494,-86.2583,660942,12556,0,648386,9817.59506041024,NA,NA,NA,118682.324505486,NA,6732219
"02-27-2021",84000019,"US","USA",840,"19","Iowa","United States",2021-02-28 05:30:29,42.0115,-93.2105,336282,5470,314750,16062,11519.0154259652,NA,NA,NA,41584.0852976321,NA,3155070
"02-27-2021",84000020,"US","USA",840,"20","Kansas","United States",2021-02-28 05:30:29,38.5266,-96.7265,295997,4692,0,291305,10160.1475158531,NA,NA,NA,43059.6564599628,NA,2913314
"02-27-2021",84000021,"US","USA",840,"21","Kentucky","United States",2021-02-28 05:30:29,37.6681,-84.6701,403947,4625,47525,351797,9041.55250395452,NA,NA,NA,87395.988918616,NA,4467673
