"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"03-23-2021",84000001,"US","USA",840,"01","Alabama","United States",2021-03-24 05:31:13,32.3182,-86.9023,511789,10450,0,501339,10437.8888416407,NA,NA,NA,48536.1045932389,NA,4903185
"03-23-2021",84000002,"US","USA",840,"02","Alaska","United States",2021-03-24 05:31:13,61.3707,-152.4044,61694,312,0,61382,8422.03828882707,NA,NA,NA,251936.244523577,NA,731545
"03-23-2021",16,"AS","ASM",16,"60","American Samoa","United States",2021-03-24 05:31:13,-14.271,-170.132,0,0,0,0,0,NA,NA,NA,3846.08472169803,NA,55641
"03-23-2021",84000004,"US","USA",840,"04","Arizona","United States",2021-03-24 05:31:13,33.7298,-111.4312,837244,16798,0,820446,11502.6315764166,NA,NA,NA,114619.595733699,NA,7278717
"03-23-2021",84000005,"US","USA",840,"05","Arkansas","United States",2021-03-24 05:31:13,34.9697,-92.3731,328946,5547,0,323399,10900.1777451418,NA,NA,NA,93295.7209944715,NA,3017804
"03-23-2021",84000006,"US","USA",840,"06","California","United States",2021-03-24 08:31:28,36.1162,-119.6816,3647808,57740,0,3590068,9229.90589519603,NA,NA,NA,132639.922588005,NA,39512223
"03-23-2021",84000008,"US","USA",840,"08","Colorado","United States",2021-03-24 05:31:13,39.0598,-105.3111,452304,6074,0,446230,7854.22356572692,NA,NA,NA,117120.753582036,NA,5758736
"03-23-2021",84000009,"US","USA",840,"09","Connecticut","United States",2021-03-24 05:31:13,41.5978,-72.7554,300565,7845,0,292720,8430.31711051593,NA,NA,NA,195009.293781959,NA,3565287
"03-23-2021",84000010,"US","USA",840,"10","Delaware","United States",2021-03-24 05:31:13,39.3185,-75.5071,92609,1535,0,91074,9510.41525462022,NA,NA,NA,156488.43046159,NA,973764
"03-23-2021",84088888,"US","USA",840,"88888","Diamond Princess","United States",2021-03-24 05:31:13,NA,NA,49,0,0,49,NA,NA,NA,NA,NA,NA,NA
"03-23-2021",84000011,"US","USA",840,"11","District of Columbia","United States",2021-03-24 05:31:13,38.8974,-77.0268,43488,1051,0,42437,6161.96409771746,NA,NA,NA,189263.179969082,NA,705749
"03-23-2021",84000012,"US","USA",840,"12","Florida","United States",2021-03-24 05:31:13,27.7663,-81.6868,2016513,32820,0,1983693,9388.8522799213,NA,NA,NA,109205.099215062,NA,21477737
"03-23-2021",84000013,"US","USA",840,"13","Georgia","United States",2021-03-24 05:31:13,33.0406,-83.6431,1048173,18588,0,1029585,9872.19780166995,NA,NA,NA,71968.0284001118,NA,10617423
"03-23-2021",84099999,"US","USA",840,"99999","Grand Princess","United States",2021-03-24 05:31:13,NA,NA,103,3,0,100,NA,NA,NA,NA,NA,NA,NA
