"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"05-11-2021",84000001,"US","USA",840,"01","Alabama","United States",2021-05-12 04:31:06,32.3182,-86.9023,531404,10985,0,520419,10837.9349341296,NA,NA,NA,51632.2145707331,NA,4903185
"05-11-2021",84000002,"US","USA",840,"02","Alaska","United States",2021-05-12 04:31:06,61.3707,-152.4044,69178,351,0,68827,9456.42441681646,NA,NA,NA,296504.247858983,NA,731545
"05-11-2021",16,"AS","ASM",16,"60","American Samoa","United States",2021-05-12 04:31:06,-14.271,-170.132,0,0,0,0,0,NA,NA,NA,3846.08472169803,NA,55641
"05-11-2021",84000004,"US","USA",840,"04","Arizona","United States",2021-05-12 04:31:06,33.7298,-111.4312,870155,17428,0,852727,11954.785438148,NA,NA,NA,128680.988696222,NA,7278717
"05-11-2021",84000005,"US","USA",840,"05","Arkansas","United States",2021-05-12 04:31:06,34.9697,-92.3731,337819,5770,0,332049,11194.1994907555,NA,NA,NA,99430.0159983882,NA,3017804
"05-11-2021",84000006,"US","USA",840,"06","California","United States",2021-05-12 04:31:06,36.1162,-119.6816,3761247,62362,0,3698885,9519.19865404688,NA,NA,NA,157042.682716181,NA,39512223
"05-11-2021",84000008,"US","USA",840,"08","Colorado","United States",2021-05-12 04:31:06,39.0598,-105.3111,525474,6371,0,519103,9124.81488993418,NA,NA,NA,140113.177613976,NA,5758736
"05-11-2021",84000009,"US","USA",840,"09","Connecticut","United States",2021-05-12 04:31:06,41.5978,-72.7554,343954,8156,0,335798,9647.30188621561,NA,NA,NA,229832.829727312,NA,3565287
"05-11-2021",84000010,"US","USA",840,"10","Delaware","United States",2021-05-12 04:31:06,39.3185,-75.5071,106341,1644,0,104697,10920.6132081285,NA,NA,NA,181725.44887673,NA,973764
"05-11-2021",84088888,"US","USA",840,"88888","Diamond Princess","United States",2021-05-12 04:31:06,NA,NA,49,0,0,49,NA,NA,NA,NA,NA,NA,NA
