"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"12-18-2020",84000001,"US","USA",840,"01","Alabama","United States",2020-12-19 05:30:27,32.3182,-86.9023,315683,4296,183625,127762,6438.32529264142,NA,NA,NA,35991.9113800519,NA,4903185
"12-18-2020",84000002,"US","USA",840,"02","Alaska","United States",2020-12-19 05:30:27,61.3707,-152.4044,43377,183,7165,36029,5926.08793717406,NA,NA,NA,161975.271514398,NA,731545
"12-18-2020",16,"AS","ASM",16,"60","American Samoa","United States",2020-12-19 05:30:27,-14.271,-170.132,0,0,0,0,0,NA,NA,NA,3846.08472169803,NA,55641
"12-18-2020",84000004,"US","USA",840,"04","Arizona","United States",2020-12-19 05:30:27,33.7298,-111.4312,442671,7819,65350,369502,6081.71742355143,NA,NA,NA,35800.155439482,NA,7278717
"12-18-2020",84000005,"US","USA",840,"05","Arkansas","United States",2020-12-19 05:30:27,34.9697,-92.3731,197421,3139,171864,22418,6541.87614570065,NA,NA,NA,63405.3106165941,NA,3017804
"12-18-2020",84000006,"US","USA",840,"06","California","United States",2020-12-19 05:30:27,36.1162,-119.6816,1833771,22442,0,1811329,4561.10758435434,NA,NA,NA,72739.5849127497,NA,39512223
"12-18-2020",84000008,"US","USA",840,"08","Colorado","United States",2020-12-19 05:30:27,39.0598,-105.3111,304107,4259,16062,283786,5280.79425762876,NA,NA,NA,68971.1075486009,NA,5758736
"12-18-2020",84000009,"US","USA",840,"09","Connecticut","United States",2020-12-19 05:30:27,41.5978,-72.7554,162782,5581,9800,147401,4565.74744193104,NA,NA,NA,110668.453900065,NA,3565287
"12-18-2020",84000010,"US","USA",840,"10","Delaware","United States",2020-12-19 05:30:27,39.3185,-75.5071,49109,939,18851,29319,5043.21375610517,NA,NA,NA,90670.7374682161,NA,973764
"12-18-2020",84088888,"US","USA",840,"88888","Diamond Princess","United States",2020-12-19 05:30:27,NA,NA,49,0,0,49,NA,NA,NA,NA,NA,NA,NA
"12-18-2020",84000011,"US","USA",840,"11","District of Columbia","United States",2020-12-19 05:30:27,38.8974,-77.0268,26104,728,18743,6633,3698.76542510156,NA,NA,NA,115182.876631777,NA,705749
"12-18-2020",84000012,"US","USA",840,"12","Florida","United States",2020-12-19 05:30:27,27.7663,-81.6868,1181483,20401,0,1161082,5500.96595372222,NA,NA,NA,67022.0517180185,NA,21477737
"12-18-2020",84000013,"US","USA",840,"13","Georgia","United States",2020-12-19 05:30:27,33.0406,-83.6431,576537,10332,0,566205,5430.10295436096,NA,NA,NA,46188.6655547208,NA,10617423
"12-18-2020",84099999,"US","USA",840,"99999","Grand Princess","United States",2020-12-19 05:30:27,NA,NA,103,3,0,100,NA,NA,NA,NA,NA,NA,NA
"12-18-2020",316,"GU","GUM",316,"66","Guam","United States",2020-12-19 05:30:27,13.4443,144.7937,7193,119,6613,461,4379.8598298717,NA,NA,NA,56470.5380901059,NA,164229
"12-18-2020",84000015,"US","USA",840,"15","Hawaii","United States",2020-12-19 05:30:27,21.0943,-157.4983,20413,281,11958,8174,1428.30707860598,NA,NA,NA,53559.0081589296,NA,1415872
"12-18-2020",84000016,"US","USA",840,"16","Idaho","United States",2020-12-19 05:30:27,44.2405,-114.4788,128218,1275,49318,77625,7174.78099565489,NA,NA,NA,29049.0273157384,NA,1787065
"12-18-2020",84000017,"US","USA",840,"17","Illinois","United States",2020-12-19 05:30:27,40.3495,-88.9861,886805,16206,0,870599,6998.24437229661,NA,NA,NA,96746.9079621627,NA,12671821
"12-18-2020",84000018,"US","USA",840,"18","Indiana","United States",2020-12-19 05:30:27,39.8494,-86.2583,453139,8200,281473,163466,6730.90105951693,NA,NA,NA,76602.0237903728,NA,6732219
"12-18-2020",84000019,"US","USA",840,"19","Iowa","United States",2020-12-19 05:30:27,42.0115,-93.2105,264707,3450,208802,52455,8389.89309270476,NA,NA,NA,36119.4204882934,NA,3155070
"12-18-2020",84000020,"US","USA",840,"20","Kansas","United States",2020-12-19 05:30:27,38.5266,-96.7265,203361,2341,4125,196895,6988.08985231252,NA,NA,NA,31950.0747258963,NA,2913314
