"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"11-09-2020",84000021,"US","USA",840,"21","Kentucky","United States",2020-11-10 05:42:01,37.6681,-84.6701,122567,1576,22942,98049,2743.41922517606,NA,NA,NA,46688.1752536499,NA,4467673
"11-09-2020",84000022,"US","USA",840,"22","Louisiana","United States",2020-11-10 05:42:01,31.1695,-91.8678,188352,6048,172210,10094,4051.63145538391,NA,NA,NA,62348.7080735348,NA,4648794
"11-09-2020",84000023,"US","USA",840,"23","Maine","United States",2020-11-10 05:42:01,44.6939,-69.3819,7888,153,6036,1699,586.812199266187,NA,NA,NA,51956.313438654,NA,1344212
"11-09-2020",84000024,"US","USA",840,"24","Maryland","United States",2020-11-10 05:42:01,39.0639,-76.8021,155371,4221,8297,142853,2569.9507747681,NA,NA,NA,60838.6318826005,NA,6045680
"11-09-2020",84000025,"US","USA",840,"25","Massachusetts","United States",2020-11-10 05:42:01,42.2302,-71.5301,172727,10163,131646,30918,2506.01269234123,NA,NA,NA,98193.4574420932,NA,6892503
"11-09-2020",84000026,"US","USA",840,"26","Michigan","United States",2020-11-10 05:42:01,43.3266,-84.5361,238308,8008,128981,101319,2386.21620395686,NA,NA,NA,53753.7485517215,NA,9986857
"11-09-2020",84000027,"US","USA",840,"27","Minnesota","United States",2020-11-10 05:42:01,45.6945,-93.9002,184788,2729,149766,32293,3276.59677085313,NA,NA,NA,55029.0160776448,NA,5639632
"11-09-2020",84000028,"US","USA",840,"28","Mississippi","United States",2020-11-10 05:42:01,32.7416,-89.6787,127205,3443,111430,12332,4274.14756452046,NA,NA,NA,33636.3535562232,NA,2976149
"11-09-2020",84000029,"US","USA",840,"29","Missouri","United States",2020-11-10 05:42:01,38.4561,-92.2884,225315,3185,0,222130,3521.73581506781,NA,NA,NA,43494.685395902,NA,6137428
"11-09-2020",84000030,"US","USA",840,"30","Montana","United States",2020-11-10 05:42:01,46.9219,-110.4544,40053,457,23825,15771,3747.55094135545,NA,NA,NA,50610.4167563329,NA,1068778
"11-09-2020",84000031,"US","USA",840,"31","Nebraska","United States",2020-11-10 05:42:01,41.1254,-98.2681,85551,710,48689,36152,4422.59337223585,NA,NA,NA,53747.6065028681,NA,1934408
"11-09-2020",84000032,"US","USA",840,"32","Nevada","United States",2020-11-10 05:42:01,38.3135,-117.0554,110982,1852,2550,106580,3603.1291921578,NA,NA,NA,43644.1530883501,NA,3080156
"11-09-2020",84000033,"US","USA",840,"33","New Hampshire","United States",2020-11-10 05:42:01,43.4525,-71.5639,12666,489,10153,2024,933.94846404861,NA,NA,NA,48965.331603554,NA,1359711
"11-09-2020",84000034,"US","USA",840,"34","New Jersey","United States",2020-11-10 05:42:01,40.2989,-74.521,273968,16440,38322,219206,2889.52386742459,NA,NA,NA,56712.2184956638,NA,8882190
"11-09-2020",84000035,"US","USA",840,"35","New Mexico","United States",2020-11-10 05:42:01,34.8405,-106.2485,56289,1130,23205,31954,2684.48213945915,NA,NA,NA,60209.1062265926,NA,2096829
"11-09-2020",84000036,"US","USA",840,"36","New York","United States",2020-11-10 05:42:01,42.1657,-74.9481,537243,33923,80764,422556,2735.64310410829,NA,NA,NA,81096.8747572745,NA,19453561
"11-09-2020",84000037,"US","USA",840,"37","North Carolina","United States",2020-11-10 05:42:01,35.6301,-79.8064,294860,4615,261719,28526,2811.38099199053,NA,NA,NA,41948.7105557126,NA,10488084
"11-09-2020",84000038,"US","USA",840,"38","North Dakota","United States",2020-11-10 05:42:01,47.5289,-99.784,55458,644,43949,10865,7277.36063469901,NA,NA,NA,119068.002341017,NA,762062
"11-09-2020",580,"MP","MNP",580,"69","Northern Mariana Islands","United States",2020-11-10 05:42:01,15.0979,145.6739,100,2,29,69,181.343391846801,NA,NA,NA,29183.5920499057,NA,55144
"11-09-2020",84000039,"US","USA",840,"39","Ohio","United States",2020-11-10 05:42:01,40.3888,-82.7649,254974,5800,186254,62920,2181.29710585075,NA,NA,NA,42074.4625334714,NA,11689100
"11-09-2020",84000040,"US","USA",840,"40","Oklahoma","United States",2020-11-10 05:42:01,35.5653,-96.9289,138455,1444,116882,20129,3499.01477670673,NA,NA,NA,43209.2122990035,NA,3956971
"11-09-2020",84000041,"US","USA",840,"41","Oregon","United States",2020-11-10 05:42:01,44.572,-122.0709,51155,734,5870,44551,1212.85419171466,NA,NA,NA,21686.4399084153,NA,4217737
"11-09-2020",84000042,"US","USA",840,"42","Pennsylvania","United States",2020-11-10 05:42:01,40.5908,-77.2098,239724,9008,171036,59680,1872.55277285428,NA,NA,NA,21013.5471917684,NA,12801989
"11-09-2020",630,"PR","PRI",630,"72","Puerto Rico","United States",2020-11-10 05:42:01,18.2208,-66.5901,38581,882,33354,4345,1315.22788510838,NA,NA,NA,11745.8260153378,NA,3193694
"11-09-2020",84000044,"US","USA",840,"44","Rhode Island","United States",2020-11-10 05:42:01,41.6809,-71.5118,38009,1251,2958,33800,3587.91762203819,NA,NA,NA,118716.754722894,NA,1059361
"11-09-2020",84000045,"US","USA",840,"45","South Carolina","United States",2020-11-10 05:42:01,33.8569,-80.945,186391,4041,96909,85441,3620.14670071012,NA,NA,NA,38208.0845818975,NA,5148714
"11-09-2020",84000046,"US","USA",840,"46","South Dakota","United States",2020-11-10 05:42:01,44.2998,-99.4388,56311,537,39508,16266,6365.27746849351,NA,NA,NA,31515.3070279057,NA,884659
"11-09-2020",84000047,"US","USA",840,"47","Tennessee","United States",2020-11-10 05:42:01,35.7478,-86.6923,287770,3610,252515,31645,4213.83318099671,NA,NA,NA,57521.3195622194,NA,6829174
"11-09-2020",84000048,"US","USA",840,"48","Texas","United States",2020-11-10 05:42:01,31.0545,-97.5635,1046241,19589,820156,206496,3441.96129098474,NA,NA,NA,30521.3764672299,NA,28995881
"11-09-2020",84000049,"US","USA",840,"49","Utah","United States",2020-11-10 05:42:01,40.15,-111.8624,134868,661,94929,39278,4206.79247825455,NA,NA,NA,46961.9377421663,NA,3205958
"11-09-2020",84000050,"US","USA",840,"50","Vermont","United States",2020-11-10 05:42:01,44.0459,-72.7107,2415,59,1931,425,387.026053343889,NA,NA,NA,71528.0237311876,NA,623989
"11-09-2020",850,"VI","VIR",850,"78","Virgin Islands","United States",2020-11-10 05:42:01,18.3358,-64.8963,1405,23,1345,37,1309.80348286535,NA,NA,NA,23694.8577394936,NA,107268
"11-09-2020",84000051,"US","USA",840,"51","Virginia","United States",2020-11-10 05:42:01,37.7693,-78.17,193477,3713,21618,168146,2266.72801032954,NA,NA,NA,32837.4876794252,NA,8535519
"11-09-2020",84000053,"US","USA",840,"53","Washington","United States",2020-11-10 05:42:01,47.4009,-121.4905,122887,2432,0,120455,1557.08031616465,NA,NA,NA,34303.8044001406,NA,7614893
"11-09-2020",84000054,"US","USA",840,"54","West Virginia","United States",2020-11-10 05:42:01,38.4912,-80.9545,29225,535,21301,7389,1630.72560454025,NA,NA,NA,47824.480915907,NA,1792147
"11-09-2020",84000055,"US","USA",840,"55","Wisconsin","United States",2020-11-10 05:42:01,44.2685,-89.6165,286380,2329,210318,73733,4918.56155003217,NA,NA,NA,61783.3366595482,NA,5822434
"11-09-2020",84000056,"US","USA",840,"56","Wyoming","United States",2020-11-10 05:42:01,42.756,-107.3025,18010,114,10699,7197,3111.83065835693,NA,NA,NA,25080.9058692824,NA,578759
