"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"11-09-2020",84000001,"US","USA",840,"01","Alabama","United States",2020-11-10 05:42:01,32.3182,-86.9023,206523,3084,84471,118968,4178.03937644613,NA,NA,NA,28692.1460234521,NA,4903185
"11-09-2020",84000002,"US","USA",840,"02","Alaska","United States",2020-11-10 05:42:01,61.3707,-152.4044,20309,86,7161,13062,2774.94890949976,NA,NA,NA,104982.878701925,NA,731545
"11-09-2020",16,"AS","ASM",16,"60","American Samoa","United States",2020-11-10 05:42:01,-14.271,-170.132,0,0,0,0,0,NA,NA,NA,3177.51298502903,NA,55641
"11-09-2020",84000004,"US","USA",840,"04","Arizona","United States",2020-11-10 05:42:01,33.7298,-111.4312,259699,6164,43460,210075,3567.92275341932,NA,NA,NA,25872.7877454227,NA,7278717
"11-09-2020",84000005,"US","USA",840,"05","Arkansas","United States",2020-11-10 05:42:01,34.9697,-92.3731,122811,2108,108201,12502,4069.5485856603,NA,NA,NA,47598.0547444433,NA,3017804
"11-09-2020",84000006,"US","USA",840,"06","California","United States",2020-11-10 05:42:01,36.1162,-119.6816,987844,18036,0,969808,2483.52769217768,NA,NA,NA,50410.9298026588,NA,39512223
"11-09-2020",84000008,"US","USA",840,"08","Colorado","United States",2020-11-10 05:42:01,39.0598,-105.3111,134537,2408,8667,123462,2336.22447703802,NA,NA,NA,38990.9348162513,NA,5758736
"11-09-2020",84000009,"US","USA",840,"09","Connecticut","United States",2020-11-10 05:42:01,41.5978,-72.7554,81432,4698,9800,66934,2284.02369851291,NA,NA,NA,68376.3186526078,NA,3565287
"11-09-2020",84000010,"US","USA",840,"10","Delaware","United States",2020-11-10 05:42:01,39.3185,-75.5071,26908,755,14158,11995,2763.29788326535,NA,NA,NA,60979.765117626,NA,973764
"11-09-2020",84088888,"US","USA",840,"88888","Diamond Princess","United States",2020-11-10 05:42:01,NA,NA,49,0,0,49,NA,NA,NA,NA,NA,NA,NA
"11-09-2020",84000011,"US","USA",840,"11","District of Columbia","United States",2020-11-10 05:42:01,38.8974,-77.0268,18087,655,13919,3513,2562.80915736331,NA,NA,NA,79180.2751403119,NA,705749
"11-09-2020",84000012,"US","USA",840,"12","Florida","United States",2020-11-10 05:42:01,27.7663,-81.6868,847821,17179,0,830642,3947.44101764539,NA,NA,NA,29845.4627691921,NA,21477737
"11-09-2020",84000013,"US","USA",840,"13","Georgia","United States",2020-11-10 05:42:01,33.0406,-83.6431,407333,8677,0,398656,3836.45824415209,NA,NA,NA,35318.3065231554,NA,10617423
"11-09-2020",84099999,"US","USA",840,"99999","Grand Princess","United States",2020-11-10 05:42:01,NA,NA,103,3,0,100,NA,NA,NA,NA,NA,NA,NA
"11-09-2020",316,"GU","GUM",316,"66","Guam","United States",2020-11-10 05:42:01,13.4443,144.7937,5473,90,3654,1729,3332.54175571915,NA,NA,NA,44422.117896352,NA,164229
"11-09-2020",84000015,"US","USA",840,"15","Hawaii","United States",2020-11-10 05:42:01,21.0943,-157.4983,16010,221,11958,3831,1130.75193237807,NA,NA,NA,40045.5690909913,NA,1415872
"11-09-2020",84000016,"US","USA",840,"16","Idaho","United States",2020-11-10 05:42:01,44.2405,-114.4788,74227,698,32702,40827,4153.57023947086,NA,NA,NA,22847.9657986699,NA,1787065
"11-09-2020",84000017,"US","USA",840,"17","Illinois","United States",2020-11-10 05:42:01,40.3495,-88.9861,498560,10563,0,487997,3934.39901021329,NA,NA,NA,67236.8478058521,NA,12671821
"11-09-2020",84000018,"US","USA",840,"18","Indiana","United States",2020-11-10 05:42:01,39.8494,-86.2583,214509,4932,134598,74979,3186.30454535124,NA,NA,NA,48112.4277151412,NA,6732219
"11-09-2020",84000019,"US","USA",840,"19","Iowa","United States",2020-11-10 05:42:01,42.0115,-93.2105,159910,1872,101158,56880,5068.3503060154,NA,NA,NA,29971.4744839259,NA,3155070
"11-09-2020",84000020,"US","USA",840,"20","Kansas","United States",2020-11-10 05:42:01,38.5266,-96.7265,105007,1181,2842,100984,3612.10635036251,NA,NA,NA,23683.7498463949,NA,2913314
