"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"04-20-2020",84000001,"US","USA",840,"01","Alabama","United States",2020-04-20 23:36:47,32.3182,-86.9023,5163,163,0,5000,108.319717835559,45900,641,3.20929316794645,978.908259234528,12.6205946052373,4903185
"04-20-2020",84000002,"US","USA",840,"02","Alaska","United States",2020-04-20 23:36:47,61.3707,-152.4044,321,9,161,151,53.7014700150063,10124,46,2.80373831775701,1693.6874842116,14.3302180685358,731545
"04-20-2020",16,"AS","ASM",16,"60","American Samoa","United States",NA,-14.271,-170.132,0,0,0,0,0,3,NA,NA,5.39170755378228,NA,55641
"04-20-2020",84000004,"US","USA",840,"04","Arizona","United States",2020-04-20 23:36:47,33.7298,-111.4312,5068,191,1155,3722,69.6276555332485,54500,637,3.76874506708761,748.758331997246,12.5690607734807,7278717
"04-20-2020",84000005,"US","USA",840,"05","Arkansas","United States",2020-04-20 23:36:47,34.9697,-92.3731,1973,41,749,1183,76.2062350064329,26553,291,2.07805372529143,1025.59764730148,14.749113025849,3017804
"04-20-2020",84000006,"US","USA",840,"06","California","United States",2020-04-20 23:36:47,36.1162,-119.6816,33946,1225,0,32721,85.9147809843856,290500,4674,3.63652555957965,740.90850430339,13.8752003799798,39512223
"04-20-2020",84000008,"US","USA",840,"08","Colorado","United States",2020-04-20 23:36:47,39.0598,-105.3111,9730,420,0,9310,171.701448415538,46195,1813,4.31654676258993,815.184831403471,18.6330935251799,5758736
"04-20-2020",84000009,"US","USA",840,"09","Connecticut","United States",2020-04-20 23:36:47,41.5978,-72.7554,19815,1331,0,18484,555.775734183531,62806,1919,6.71713348473379,1761.59731320368,9.68458238708049,3565287
"04-20-2020",84000010,"US","USA",840,"10","Delaware","United States",2020-04-20 23:36:47,39.3185,-75.5071,2745,101,495,2149,281.895818699397,16470,256,2.62295081967213,1691.37491219638,9.32604735883424,973764
"04-20-2020",84088888,"US","USA",840,"88888","Diamond Princess","United States",2020-04-20 23:36:47,NA,NA,49,0,0,49,NA,NA,NA,0,NA,NA,NA
"04-20-2020",84000011,"US","USA",840,"11","District of Columbia","United States",2020-04-20 23:36:47,38.8974,-77.0268,2927,105,630,2192,414.73668400522,14113,402,3.58729074137342,1999.71944699886,13.7341988384011,705749
"04-20-2020",84000012,"US","USA",840,"12","Florida","United States",2020-04-20 23:36:47,27.7663,-81.6868,27059,822,0,26237,127.440786119236,266225,4010,3.03780627517647,1253.84985714895,14.8194685686832,21477737
"04-20-2020",84000013,"US","USA",840,"13","Georgia","United States",2020-04-20 23:36:47,33.0406,-83.6431,19407,775,0,18632,191.401990237483,84328,3550,3.9934044416963,831.686867251324,18.2923687329314,10617423
"04-20-2020",84099999,"US","USA",840,"99999","Grand Princess","United States",2020-04-20 23:36:47,NA,NA,103,0,0,103,NA,NA,NA,0,NA,NA,NA
"04-20-2020",316,"GU","GUM",316,"66","Guam","United States",2020-04-20 23:36:47,13.4443,144.7937,136,5,112,19,82.8111965608997,1124,3,3.67647058823529,684.410183341554,2.20588235294118,164229
"04-20-2020",84000015,"US","USA",840,"15","Hawaii","United States",2020-04-20 23:36:47,21.0943,-157.4983,584,10,414,160,41.2491718381168,24175,52,1.71232876712329,1707.53207052478,8.9041095890411,1415872
"04-20-2020",84000016,"US","USA",840,"16","Idaho","United States",2020-04-20 23:36:47,44.2405,-114.4788,1672,45,585,1042,103.818883239149,17445,151,2.69138755980861,1083.20599169076,9.0311004784689,1787065
"04-20-2020",84000017,"US","USA",840,"17","Illinois","United States",2020-04-20 23:36:47,40.3495,-88.9861,31513,1349,0,30164,268.52361773137,148358,4599,4.28077301431155,1264.16484877322,14.5939770888205,12671821
"04-20-2020",84000018,"US","USA",840,"18","Indiana","United States",2020-04-20 23:36:47,39.8494,-86.2583,11688,740,0,10948,178.60652072725,64639,NA,4.93668720054757,987.760685599651,NA,6732219
"04-20-2020",84000019,"US","USA",840,"19","Iowa","United States",2020-04-20 23:36:47,42.0115,-93.2105,3159,79,1235,1845,120.539715718585,25820,214,2.50079138968028,985.228065797361,6.77429566318455,3155070
"04-20-2020",84000020,"US","USA",840,"20","Kansas","United States",2020-04-20 23:36:47,38.5266,-96.7265,2048,102,0,1946,83.9864703045494,18761,405,4.98046875,769.370199894361,19.775390625,2913314
"04-20-2020",84000021,"US","USA",840,"21","Kentucky","United States",2020-04-20 23:36:47,37.6681,-84.6701,3050,154,1174,1722,89.095239305431,32572,1059,5.04918032786885,951.478732674262,34.7213114754098,4467673
"04-20-2020",84000022,"US","USA",840,"22","Louisiana","United States",2020-04-20 23:36:47,31.1695,-91.8678,24523,1328,0,23195,533.425736078791,142099,1794,5.41532438934877,3090.94579256454,7.31558129103291,4648794
"04-20-2020",84000023,"US","USA",840,"23","Maine","United States",2020-04-20 23:36:47,44.6939,-69.3819,875,35,414,426,74.5311352752882,14951,138,4,1273.50286114381,15.7714285714286,1344212
"04-20-2020",84000024,"US","USA",840,"24","Maryland","United States",2020-04-20 23:44:33,39.0639,-76.8021,13684,582,917,12185,230.241102007543,71397,3014,4.25314235603625,1201.29523239057,22.0257234726688,6045680
"04-20-2020",84000025,"US","USA",840,"25","Massachusetts","United States",2020-04-20 23:36:47,42.2302,-71.5301,38077,1706,0,36371,554.753275604143,162241,3729,4.48039498910103,2363.72944788959,9.79331354886152,6892503
"04-20-2020",84000026,"US","USA",840,"26","Michigan","United States",2020-04-20 23:36:47,43.3266,-84.5361,32000,2468,3237,26295,401.643777364336,113798,3374,7.7125,1428.32058051583,10.54375,9986857
"04-20-2020",84000027,"US","USA",840,"27","Minnesota","United States",2020-04-20 23:36:47,45.6945,-93.9002,2470,143,1202,1125,49.9348421068379,46850,602,5.78947368421053,947.144677208646,24.3724696356275,5639632
"04-20-2020",84000028,"US","USA",840,"28","Mississippi","United States",2020-04-20 23:36:47,32.7416,-89.6787,4512,169,0,4343,155.843832874068,51434,819,3.74556737588652,1776.52298316596,18.1515957446809,2976149
"04-20-2020",84000029,"US","USA",840,"29","Missouri","United States",2020-04-20 23:36:47,38.4561,-92.2884,5953,210,0,5743,100.521277060533,56013,873,3.3955857385399,955.941985057999,14.8217317487267,6137428
"04-20-2020",84000030,"US","USA",840,"30","Montana","United States",2020-04-20 23:36:47,46.9219,-110.4544,433,10,243,180,50.0007505886347,11051,57,2.3094688221709,1276.1161541686,13.1639722863741,1068778
"04-20-2020",84000031,"US","USA",840,"31","Nebraska","United States",2020-04-20 23:36:47,41.1254,-98.2681,1648,33,0,1615,108.046302561117,15680,NA,2.00242718446602,1028.01336417373,NA,1934408
"04-20-2020",84000032,"US","USA",840,"32","Nevada","United States",2020-04-20 23:36:47,38.3135,-117.0554,3830,159,0,3671,126.96004935199,32347,NA,4.15143603133159,1072.26546119812,NA,3080156
"04-20-2020",84000033,"US","USA",840,"33","New Hampshire","United States",2020-04-20 23:36:47,43.4525,-71.5639,1447,42,521,884,108.948701500134,14118,198,2.90255701451279,1062.9839445604,13.6834830684174,1359711
"04-20-2020",84000034,"US","USA",840,"34","New Jersey","United States",2020-04-20 23:36:47,40.2989,-74.521,88722,4496,0,84226,998.875277380916,178057,6986,5.06751425801943,2004.65200586792,7.87403349789229,8882190
"04-20-2020",84000035,"US","USA",840,"35","New Mexico","United States",2020-04-20 23:36:47,34.8405,-106.2485,1971,58,487,1426,118.19856038831,37042,274,2.94266869609335,2221.36533429923,13.9015728056824,2096829
"04-20-2020",84000036,"US","USA",840,"36","New York","United States",2020-04-20 23:36:47,42.1657,-74.9481,253060,18611,23887,210562,1500.85774737894,633861,57103,7.35438235991464,3759.32661270593,22.5650043467952,19453561
"04-20-2020",84000037,"US","USA",840,"37","North Carolina","United States",2020-04-20 23:36:47,35.6301,-79.8064,6895,218,0,6677,69.5209407257099,79484,373,3.16171138506164,801.421675510127,5.40971718636693,10488084
"04-20-2020",84000038,"US","USA",840,"38","North Dakota","United States",2020-04-20 23:36:47,47.5289,-99.784,627,9,189,429,103.394028541369,14747,53,1.43540669856459,2431.82095518273,8.45295055821372,762062
"04-20-2020",580,"MP","MNP",580,"69","Northern Mariana Islands","United States",2020-04-20 23:36:47,15.0979,145.6739,14,2,11,1,25.3880748585522,65,NA,14.2857142857143,117.873204700421,NA,55144
"04-20-2020",84000039,"US","USA",840,"39","Ohio","United States",2020-04-20 23:36:47,40.3888,-82.7649,12919,654,0,12265,115.618058575998,90436,2653,3.93993343138014,809.353258408464,20.5356451737751,11689100
"04-20-2020",84000040,"US","USA",840,"40","Oklahoma","United States",2020-04-20 23:36:47,35.5653,-96.9289,2680,143,1614,923,73.2714098786265,35646,541,5.33582089552239,974.564431542358,20.1865671641791,3956971
"04-20-2020",84000041,"US","USA",840,"41","Oregon","United States",2020-04-20 23:36:47,44.572,-122.0709,1957,75,0,1882,48.8386288848172,40045,465,3.83239652529382,999.357636020697,23.7608584568217,4217737
"04-20-2020",84000042,"US","USA",840,"42","Pennsylvania","United States",2020-04-20 23:36:47,40.5908,-77.2098,33914,1348,0,32566,269.426082087646,170878,2701,3.97475968626526,1294.55442968527,7.964262546441,12801989
"04-20-2020",630,"PR","PRI",630,"72","Puerto Rico","United States",2020-04-20 23:36:47,18.2208,-66.5901,1252,63,0,1189,42.6807317631915,9738,NA,5.03194888178914,331.968822611788,NA,3193694
"04-20-2020",84000044,"US","USA",840,"44","Rhode Island","United States",2020-04-20 23:36:47,41.6809,-71.5118,5090,196,267,4627,480.478326085253,37080,331,3.04518664047151,3500.22324778805,6.50294695481336,1059361
"04-20-2020",84000045,"US","USA",840,"45","South Carolina","United States",2020-04-20 23:36:47,33.8569,-80.945,4446,123,2063,2260,88.2147232873179,40480,776,2.76653171390014,803.178587195373,17.4538911381017,5148714
"04-20-2020",84000046,"US","USA",840,"46","South Dakota","United States",2020-04-20 23:36:47,44.2998,-99.4388,1685,7,709,969,228.973816810075,12326,87,0.415430267062315,1674.97404510444,5.16320474777448,884659
"04-20-2020",84000047,"US","USA",840,"47","Tennessee","United States",2020-04-20 23:36:47,35.7478,-86.6923,7238,152,3575,3511,110.252525198673,100689,730,2.10002763194253,1533.74088280315,10.0856590218292,6829174
"04-20-2020",84000048,"US","USA",840,"48","Texas","United States",2020-04-20 23:36:47,31.0545,-97.5635,19847,542,5706,13599,85.9315955610377,190394,1411,2.56695863500582,828.356042997732,7.14394207888208,28995881
"04-20-2020",84000049,"US","USA",840,"49","Utah","United States",2020-04-20 23:36:47,40.15,-111.8624,3213,28,776,2409,112.112082772424,68311,268,0.871459694989107,2383.59430011424,8.34111422346716,3205958
"04-20-2020",84000050,"US","USA",840,"50","Vermont","United States",2020-04-20 23:36:47,44.0459,-72.7107,816,38,15,763,133.641013378841,12981,49,4.65686274509804,2125.97303268473,6.00490196078431,623989
"04-20-2020",850,"VI","VIR",850,"78","Virgin Islands","United States",2020-04-20 23:36:47,18.3358,-64.8963,53,3,48,2,49.408957004885,607,NA,5.66037735849057,565.872394376701,NA,107268
"04-20-2020",84000051,"US","USA",840,"51","Virginia","United States",2020-04-20 23:36:47,37.7693,-78.17,8990,300,1324,7366,113.693417290252,56735,1500,3.33704115684093,717.507900996936,16.6852057842047,8535519
"04-20-2020",84000053,"US","USA",840,"53","Washington","United States",2020-04-20 23:36:47,47.4009,-121.4905,12114,709,0,11405,160.463019393719,138642,403,5.3079082053822,1836.4630951613,3.32672940399538,7614893
"04-20-2020",84000054,"US","USA",840,"54","West Virginia","United States",2020-04-20 23:36:47,38.4912,-80.9545,902,24,290,588,68.1784855305904,22155,77,2.66075388026608,1674.60570613108,8.53658536585366,1792147
"04-20-2020",84000055,"US","USA",840,"55","Wisconsin","United States",2020-04-20 23:36:47,44.2685,-89.6165,4499,230,0,4269,86.9444056328534,51102,1211,5.1122471660369,987.560128172944,26.9170926872638,5822434
"04-20-2020",84000056,"US","USA",840,"56","Wyoming","United States",2020-04-20 23:36:47,42.756,-107.3025,317,2,233,82,63.7519105462151,7386,51,0.630914826498423,1485.39940471402,16.0883280757098,578759
"04-20-2020",84070001,"US","USA",840,NA,"Recovered","United States",NA,NA,NA,0,0,72329,NA,NA,NA,NA,NA,NA,NA,NA
