"Date_Published","UID","iso2","iso3","code3","FIPS","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","Testing_Rate","Hospitalization_Rate","Population"
"05-15-2020",84000001,"US","USA",840,"01","Alabama","United States",2020-05-16 02:32:24,32.3182,-86.9023,11494,483,0,11011,231.951272489209,146063,1377,4.24690055394355,2978.94123921492,12.1076233183857,4903185
"05-15-2020",84000002,"US","USA",840,"02","Alaska","United States",2020-05-16 02:32:24,61.3707,-152.4044,389,10,343,36,53.0384323589116,32418,NA,2.57731958762887,4431.44304178144,NA,731545
"05-15-2020",16,"AS","ASM",16,"60","American Samoa","United States",2020-05-16 02:32:24,-14.271,-170.132,0,0,0,0,0,105,NA,NA,188.70976438238,NA,55641
"05-15-2020",84000004,"US","USA",840,"04","Arizona","United States",2020-05-16 02:32:24,33.7298,-111.4312,13169,651,3145,9373,180.924742643518,186249,1629,4.94342774698155,1950.90700737506,12.3699597539677,7278717
"05-15-2020",84000005,"US","USA",840,"05","Arkansas","United States",2020-05-16 02:32:24,34.9697,-92.3731,4463,98,3390,975,147.888994778985,81529,520,2.19583239973112,2701.60023646334,11.65135559041,3017804
"05-15-2020",84000006,"US","USA",840,"06","California","United States",2020-05-16 02:32:24,36.1162,-119.6816,77427,3135,0,74292,194.099430953303,1133906,NA,4.08903028959618,2869.76007399027,NA,39512223
"05-15-2020",84000008,"US","USA",840,"08","Colorado","United States",2020-05-16 02:32:24,39.0598,-105.3111,21232,1150,3217,16865,368.692018526288,118030,3789,5.41635267520723,2049.58171376497,17.845704596835,5758736
"05-15-2020",84000009,"US","USA",840,"09","Connecticut","United States",2020-05-16 02:32:24,41.5978,-72.7554,36085,3285,6264,26536,1012.12048286716,155908,10946,9.10350561175003,4372.94388922967,30.3339337674934,3565287
"05-15-2020",84000010,"US","USA",840,"10","Delaware","United States",2020-05-16 02:32:24,39.3185,-75.5071,7373,378,3210,3785,757.164980426469,38278,NA,3.67557303675573,3930.93193011859,NA,973764
"05-15-2020",84088888,"US","USA",840,"88888","Diamond Princess","United States",2020-05-16 02:32:24,NA,NA,49,0,0,49,NA,NA,NA,0,NA,NA,NA
"05-15-2020",84000011,"US","USA",840,"11","District of Columbia","United States",2020-05-16 02:32:24,38.8974,-77.0268,6871,368,975,5528,973.575591322127,34339,NA,5.35584339979625,4865.61086165195,NA,705749
"05-15-2020",84000012,"US","USA",840,"12","Florida","United States",2020-05-16 02:32:24,27.7663,-81.6868,44138,1917,0,42221,205.505822145043,608837,7993,4.34319633875572,2834.73533547785,18.109112329512,21477737
"05-15-2020",84000013,"US","USA",840,"13","Georgia","United States",2020-05-16 02:32:24,33.0406,-83.6431,36772,1588,0,35184,346.336394433941,301874,6438,4.31850320896334,2843.19462453366,17.5078864353312,10617423
"05-15-2020",84099999,"US","USA",840,"99999","Grand Princess","United States",2020-05-16 02:32:24,NA,NA,103,3,0,100,NA,NA,NA,2.9126213592233,NA,NA,NA
"05-15-2020",316,"GU","GUM",316,"66","Guam","United States",2020-05-16 02:32:24,13.4443,144.7937,154,5,124,25,93.7715019880776,4515,NA,3.24675324675325,2749.20994465046,NA,164229
"05-15-2020",84000015,"US","USA",840,"15","Hawaii","United States",2020-05-16 02:32:24,21.0943,-157.4983,638,17,564,57,45.0605704470461,38776,81,2.66457680250784,2738.66564209194,12.6959247648903,1415872
