"Date_Published","FIPS","Admin2","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Combined_Key"
"03-17-2020",NA,NA,"Hubei","China",2020-03-17 11:53:10,30.9756,112.2707,67799,3111,56003,NA,NA
"03-17-2020",NA,NA,NA,"Italy",2020-03-17 18:33:02,41.8719,12.5674,31506,2503,2941,NA,NA
"03-17-2020",NA,NA,NA,"Iran",2020-03-17 15:13:09,32.4279,53.688,16169,988,5389,NA,NA
"03-17-2020",NA,NA,NA,"Spain",2020-03-17 20:53:02,40.4637,-3.7492,11748,533,1028,NA,NA
"03-17-2020",NA,NA,NA,"Germany",2020-03-17 18:53:02,51.1657,10.4515,9257,24,67,NA,NA
"03-17-2020",NA,NA,NA,"Korea, South",2020-03-17 10:33:03,35.9078,127.7669,8320,81,1407,NA,NA
"03-17-2020",NA,NA,"France","France",2020-03-17 19:13:08,46.2276,2.2137,7652,148,12,NA,NA
"03-17-2020",NA,NA,NA,"Switzerland",2020-03-17 16:33:04,46.8182,8.2275,2700,27,4,NA,NA
"03-17-2020",NA,NA,"United Kingdom","United Kingdom",2020-03-17 15:13:09,55.3781,-3.436,1950,55,52,NA,NA
"03-17-2020",NA,NA,"New York","US",2020-03-17 22:53:03,42.1657,-74.9481,1706,13,0,NA,NA
"03-17-2020",NA,NA,"Netherlands","Netherlands",2020-03-17 15:13:11,52.1326,5.2913,1705,43,2,NA,NA
"03-17-2020",NA,NA,NA,"Norway",2020-03-17 19:53:02,60.472,8.4689,1463,3,1,NA,NA
"03-17-2020",NA,NA,"Guangdong","China",2020-03-17 01:53:03,23.3417,113.4244,1364,8,1307,NA,NA
"03-17-2020",NA,NA,NA,"Austria",2020-03-17 15:33:06,47.5162,14.5501,1332,3,1,NA,NA
"03-17-2020",NA,NA,"Henan","China",2020-03-14 09:53:08,33.882,113.614,1273,22,1250,NA,NA
"03-17-2020",NA,NA,NA,"Belgium",2020-03-17 15:33:06,50.5039,4.4699,1243,10,1,NA,NA
"03-17-2020",NA,NA,"Zhejiang","China",2020-03-17 02:13:21,29.1832,120.0934,1232,1,1216,NA,NA
"03-17-2020",NA,NA,NA,"Sweden",2020-03-17 15:33:06,60.1282,18.6435,1190,7,1,NA,NA
"03-17-2020",NA,NA,"Washington","US",2020-03-17 23:33:03,47.4009,-121.4905,1076,55,1,NA,NA
"03-17-2020",NA,NA,"Hunan","China",2020-03-14 08:33:03,27.6104,111.7088,1018,4,1014,NA,NA
"03-17-2020",NA,NA,"Anhui","China",2020-03-11 02:18:14,31.8257,117.2264,990,6,984,NA,NA
"03-17-2020",NA,NA,"Denmark","Denmark",2020-03-17 16:33:04,56.2639,9.5018,977,4,1,NA,NA
"03-17-2020",NA,NA,"Jiangxi","China",2020-03-12 02:13:04,27.614,115.7221,935,1,934,NA,NA
"03-17-2020",NA,NA,NA,"Japan",2020-03-17 16:53:04,36.2048,138.2529,878,29,144,NA,NA
"03-17-2020",NA,NA,"Shandong","China",2020-03-17 00:33:02,36.3427,118.1498,761,7,746,NA,NA
"03-17-2020",NA,NA,"California","US",2020-03-17 22:53:03,36.1162,-119.6816,698,12,6,NA,NA
"03-17-2020",NA,NA,"Diamond Princess","Cruise Ship",2020-03-13 14:13:25,35.4498,139.6649,696,7,325,NA,NA
"03-17-2020",NA,NA,NA,"Malaysia",2020-03-17 15:33:06,4.2105,101.9758,673,2,49,NA,NA
"03-17-2020",NA,NA,"Jiangsu","China",2020-03-15 01:53:02,32.9711,119.455,631,0,631,NA,NA
