"Date_Published","FIPS","Admin2","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Combined_Key"
"02-27-2020",NA,NA,"Hubei","Mainland China",2020-02-27 12:13:14,NA,NA,65596,2641,23383,NA,NA
"02-27-2020",NA,NA,NA,"South Korea",2020-02-27 12:03:04,NA,NA,1766,13,22,NA,NA
"02-27-2020",NA,NA,"Guangdong","Mainland China",2020-02-27 09:53:02,NA,NA,1347,7,890,NA,NA
"02-27-2020",NA,NA,"Henan","Mainland China",2020-02-27 15:03:11,NA,NA,1272,20,1068,NA,NA
"02-27-2020",NA,NA,"Zhejiang","Mainland China",2020-02-27 12:43:02,NA,NA,1205,1,932,NA,NA
"02-27-2020",NA,NA,"Hunan","Mainland China",2020-02-27 12:43:02,NA,NA,1017,4,804,NA,NA
"02-27-2020",NA,NA,"Anhui","Mainland China",2020-02-27 14:13:06,NA,NA,989,6,792,NA,NA
"02-27-2020",NA,NA,"Jiangxi","Mainland China",2020-02-27 01:43:02,NA,NA,934,1,754,NA,NA
"02-27-2020",NA,NA,"Shandong","Mainland China",2020-02-27 14:13:06,NA,NA,756,6,387,NA,NA
"02-27-2020",NA,NA,"Diamond Princess cruise ship","Others",2020-02-26 19:33:02,NA,NA,705,4,10,NA,NA
"02-27-2020",NA,NA,NA,"Italy",2020-02-27 23:23:02,NA,NA,655,17,45,NA,NA
"02-27-2020",NA,NA,"Jiangsu","Mainland China",2020-02-27 14:13:06,NA,NA,631,0,498,NA,NA
"02-27-2020",NA,NA,"Chongqing","Mainland China",2020-02-27 23:23:02,NA,NA,576,6,401,NA,NA
"02-27-2020",NA,NA,"Sichuan","Mainland China",2020-02-27 12:43:02,NA,NA,534,3,321,NA,NA
"02-27-2020",NA,NA,"Heilongjiang","Mainland China",2020-02-27 12:43:02,NA,NA,480,13,270,NA,NA
"02-27-2020",NA,NA,"Beijing","Mainland China",2020-02-27 02:23:13,NA,NA,410,5,248,NA,NA
"02-27-2020",NA,NA,"Shanghai","Mainland China",2020-02-27 04:03:12,NA,NA,337,3,276,NA,NA
"02-27-2020",NA,NA,"Hebei","Mainland China",2020-02-27 12:43:02,NA,NA,317,6,274,NA,NA
"02-27-2020",NA,NA,"Fujian","Mainland China",2020-02-27 10:03:07,NA,NA,296,1,228,NA,NA
"02-27-2020",NA,NA,"Guangxi","Mainland China",2020-02-27 10:03:07,NA,NA,252,2,161,NA,NA
"02-27-2020",NA,NA,NA,"Iran",2020-02-27 12:03:04,NA,NA,245,26,49,NA,NA
"02-27-2020",NA,NA,"Shaanxi","Mainland China",2020-02-27 12:43:02,NA,NA,245,1,195,NA,NA
"02-27-2020",NA,NA,NA,"Japan",2020-02-27 23:33:02,NA,NA,214,4,22,NA,NA
"02-27-2020",NA,NA,"Yunnan","Mainland China",2020-02-27 10:03:07,NA,NA,174,2,150,NA,NA
"02-27-2020",NA,NA,"Hainan","Mainland China",2020-02-27 10:03:07,NA,NA,168,5,131,NA,NA
"02-27-2020",NA,NA,"Guizhou","Mainland China",2020-02-27 00:43:02,NA,NA,146,2,112,NA,NA
"02-27-2020",NA,NA,"Tianjin","Mainland China",2020-02-27 23:13:04,NA,NA,136,3,102,NA,NA
"02-27-2020",NA,NA,"Shanxi","Mainland China",2020-02-27 23:13:04,NA,NA,133,0,107,NA,NA
"02-27-2020",NA,NA,"Liaoning","Mainland China",2020-02-27 14:13:06,NA,NA,121,1,93,NA,NA
"02-27-2020",NA,NA,"Jilin","Mainland China",2020-02-27 12:43:02,NA,NA,93,1,67,NA,NA
"02-27-2020",NA,NA,NA,"Singapore",2020-02-26 19:33:02,NA,NA,93,0,62,NA,NA
"02-27-2020",NA,NA,"Hong Kong","Hong Kong",2020-02-27 09:53:02,NA,NA,92,2,24,NA,NA
"02-27-2020",NA,NA,"Gansu","Mainland China",2020-02-26 14:13:10,NA,NA,91,2,81,NA,NA
"02-27-2020",NA,NA,"Xinjiang","Mainland China",2020-02-27 12:43:02,NA,NA,76,2,43,NA,NA
"02-27-2020",NA,NA,"Inner Mongolia","Mainland China",2020-02-27 23:33:02,NA,NA,75,0,43,NA,NA
"02-27-2020",NA,NA,"Ningxia","Mainland China",2020-02-27 10:03:07,NA,NA,72,0,68,NA,NA
"02-27-2020",NA,NA,NA,"Germany",2020-02-27 23:13:04,NA,NA,46,0,16,NA,NA
"02-27-2020",NA,NA,NA,"Kuwait",2020-02-27 13:33:03,NA,NA,43,0,0,NA,NA
"02-27-2020",NA,NA,"Unassigned Location (From Diamond Princess)","US",2020-02-26 20:03:06,NA,NA,42,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Thailand",2020-02-26 07:23:03,NA,NA,40,0,22,NA,NA
"02-27-2020",NA,NA,NA,"France",2020-02-27 22:13:10,NA,NA,38,2,11,NA,NA
"02-27-2020",NA,NA,NA,"Bahrain",2020-02-26 21:03:07,NA,NA,33,0,0,NA,NA
"02-27-2020",NA,NA,"Taiwan","Taiwan",2020-02-26 12:23:04,NA,NA,32,1,5,NA,NA
"02-27-2020",NA,NA,NA,"Malaysia",2020-02-27 15:13:13,NA,NA,23,0,18,NA,NA
"02-27-2020",NA,NA,"Qinghai","Mainland China",2020-02-21 04:43:02,NA,NA,18,0,18,NA,NA
"02-27-2020",NA,NA,NA,"Vietnam",2020-02-25 08:53:02,NA,NA,16,0,16,NA,NA
"02-27-2020",NA,NA,NA,"Spain",2020-02-27 13:23:02,NA,NA,15,0,2,NA,NA
"02-27-2020",NA,NA,NA,"UK",2020-02-27 13:23:02,NA,NA,15,0,8,NA,NA
"02-27-2020",NA,NA,NA,"United Arab Emirates",2020-02-22 14:53:02,NA,NA,13,0,4,NA,NA
"02-27-2020",NA,NA,"Macau","Macau",2020-02-27 12:43:02,NA,NA,10,0,8,NA,NA
"02-27-2020",NA,NA,"From Diamond Princess","Australia",2020-02-27 03:33:06,NA,NA,8,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Switzerland",2020-02-27 23:03:11,NA,NA,8,0,0,NA,NA
"02-27-2020",NA,NA,"British Columbia","Canada",2020-02-27 03:33:06,NA,NA,7,0,3,NA,NA
"02-27-2020",NA,NA,NA,"Iraq",2020-02-27 22:23:11,NA,NA,7,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Sweden",2020-02-27 20:33:02,NA,NA,7,0,0,NA,NA
"02-27-2020",NA,NA,"Queensland","Australia",2020-02-21 05:43:02,NA,NA,5,0,1,NA,NA
"02-27-2020",NA,NA,"Toronto, ON","Canada",2020-02-27 22:43:02,NA,NA,5,0,2,NA,NA
"02-27-2020",NA,NA,"New South Wales","Australia",2020-02-13 17:53:03,NA,NA,4,0,4,NA,NA
"02-27-2020",NA,NA,"Victoria","Australia",2020-02-13 17:53:03,NA,NA,4,0,4,NA,NA
"02-27-2020",NA,NA,NA,"Oman",2020-02-26 04:53:02,NA,NA,4,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Austria",2020-02-27 14:03:03,NA,NA,3,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Croatia",2020-02-26 20:03:06,NA,NA,3,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Greece",2020-02-27 14:03:03,NA,NA,3,0,0,NA,NA
"02-27-2020",NA,NA,NA,"India",2020-02-16 07:43:02,NA,NA,3,0,3,NA,NA
"02-27-2020",NA,NA,NA,"Israel",2020-02-27 14:03:03,NA,NA,3,0,1,NA,NA
"02-27-2020",NA,NA,NA,"Philippines",2020-02-12 07:43:02,NA,NA,3,1,1,NA,NA
"02-27-2020",NA,NA,"South Australia","Australia",2020-02-17 08:13:09,NA,NA,2,0,2,NA,NA
"02-27-2020",NA,NA,NA,"Finland",2020-02-26 19:03:08,NA,NA,2,0,1,NA,NA
"02-27-2020",NA,NA,NA,"Lebanon",2020-02-26 19:33:02,NA,NA,2,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Pakistan",2020-02-26 23:53:02,NA,NA,2,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Russia",2020-02-12 14:43:03,NA,NA,2,0,2,NA,NA
"02-27-2020",NA,NA,"Chicago, IL","US",2020-02-09 19:03:03,NA,NA,2,0,2,NA,NA
"02-27-2020",NA,NA,"Sacramento County, CA","US",2020-02-27 20:33:02,NA,NA,2,0,0,NA,NA
"02-27-2020",NA,NA,"San Benito, CA","US",2020-02-03 03:53:02,NA,NA,2,0,0,NA,NA
"02-27-2020",NA,NA,"San Diego County, CA","US",2020-02-21 05:43:02,NA,NA,2,0,1,NA,NA
"02-27-2020",NA,NA,"Santa Clara, CA","US",2020-02-21 05:23:04,NA,NA,2,0,1,NA,NA
"02-27-2020",NA,NA,NA,"Afghanistan",2020-02-24 23:33:02,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Algeria",2020-02-25 23:43:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Belgium",2020-02-17 04:23:06,NA,NA,1,0,1,NA,NA
"02-27-2020",NA,NA,NA,"Brazil",2020-02-26 23:53:02,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Cambodia",2020-02-12 07:43:02,NA,NA,1,0,1,NA,NA
"02-27-2020",NA,NA,"London, ON","Canada",2020-02-12 18:53:03,NA,NA,1,0,1,NA,NA
"02-27-2020",NA,NA,NA,"Denmark",2020-02-27 16:23:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Egypt",2020-02-21 18:53:02,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Estonia",2020-02-27 16:23:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Georgia",2020-02-27 16:23:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,"Tibet","Mainland China",2020-02-12 06:43:02,NA,NA,1,0,1,NA,NA
"02-27-2020",NA,NA,NA,"Nepal",2020-02-12 14:43:03,NA,NA,1,0,1,NA,NA
"02-27-2020",NA,NA,NA,"Netherlands",2020-02-27 21:13:10,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"North Macedonia",2020-02-27 16:23:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Norway",2020-02-27 16:23:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Romania",2020-02-27 16:23:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"San Marino",2020-02-27 21:13:10,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,NA,"Sri Lanka",2020-02-08 03:43:03,NA,NA,1,0,1,NA,NA
"02-27-2020",NA,NA,"Boston, MA","US",2020-02-01 19:43:03,NA,NA,1,0,0,NA,NA
"02-27-2020",NA,NA,"Humboldt County, CA","US",2020-02-21 05:13:09,NA,NA,1,0,0,NA,NA
