"Date_Published","FIPS","Admin2","Province_State","Country_Region","Last_Update","Latitude","Longitude","Confirmed","Deaths","Recovered","Active","Combined_Key"
"04-03-2020","45001","Abbeville","South Carolina","United States",2020-04-03 16:46:37,34.22333378,-82.46170658,6,0,0,6,"Abbeville, South Carolina, United States"
"04-03-2020","22001","Acadia","Louisiana","United States",2020-04-03 16:46:37,30.2950649,-92.41419698,72,1,0,71,"Acadia, Louisiana, United States"
"04-03-2020","51001","Accomack","Virginia","United States",2020-04-03 16:46:37,37.76707161,-75.63234615,8,0,0,8,"Accomack, Virginia, United States"
"04-03-2020","16001","Ada","Idaho","United States",2020-04-03 16:46:37,43.4526575,-116.2415516,307,3,0,304,"Ada, Idaho, United States"
"04-03-2020","19001","Adair","Iowa","United States",2020-04-03 16:46:37,41.33075609,-94.47105874,1,0,0,1,"Adair, Iowa, United States"
"04-03-2020","29001","Adair","Missouri","United States",2020-04-03 16:46:37,40.19058551,-92.60078167,6,0,0,6,"Adair, Missouri, United States"
"04-03-2020","40001","Adair","Oklahoma","United States",2020-04-03 16:46:37,35.88494195,-94.65859267,14,0,0,14,"Adair, Oklahoma, United States"
"04-03-2020","08001","Adams","Colorado","United States",2020-04-03 16:46:37,39.87432092,-104.3362578,260,7,0,253,"Adams, Colorado, United States"
"04-03-2020","16003","Adams","Idaho","United States",2020-04-03 16:46:37,44.89333571,-116.4545247,1,0,0,1,"Adams, Idaho, United States"
"04-03-2020","17001","Adams","Illinois","United States",2020-04-03 16:46:37,39.98815591,-91.18786813,2,0,0,2,"Adams, Illinois, United States"
"04-03-2020","18001","Adams","Indiana","United States",2020-04-03 16:46:37,40.7457653,-84.93671406,1,0,0,1,"Adams, Indiana, United States"
"04-03-2020","28001","Adams","Mississippi","United States",2020-04-03 16:46:37,31.47669768,-91.35326037,14,0,0,14,"Adams, Mississippi, United States"
"04-03-2020","31001","Adams","Nebraska","United States",2020-04-03 16:46:37,40.5244942,-98.50117804,6,0,0,6,"Adams, Nebraska, United States"
"04-03-2020","42001","Adams","Pennsylvania","United States",2020-04-03 16:46:37,39.87140411,-77.21610347,19,0,0,19,"Adams, Pennsylvania, United States"
"04-03-2020","53001","Adams","Washington","United States",2020-04-03 16:46:37,46.98299757,-118.5601734,20,0,0,20,"Adams, Washington, United States"
"04-03-2020","55001","Adams","Wisconsin","United States",2020-04-03 16:46:37,43.96974651,-89.76782777,1,0,0,1,"Adams, Wisconsin, United States"
